meso_cluster_id	source_seq	source_id	n_works
455	1	4306400194	3742
455	2	184954342	1427
455	3	51360982	1193
455	4	106296714	1039
455	5	2898405271	897
455	6	156578089	750
455	7	4306463937	702
455	8	2898246533	689
455	9	4210191041	689
455	10	183498172	676
456	1	140251998	2003
456	2	4306525036	1555
456	3	4306402567	1090
456	4	202381698	1020
456	5	5415759	961
456	6	151589183	880
456	7	4306463937	628
456	8	10623703	613
456	9	196734849	575
456	10	125754415	539
457	1	3649266	2880
457	2	67716761	2343
457	3	106928643	2042
457	4	189509794	1661
457	5	187991544	1167
457	6	2764696622	784
457	7	188605413	712
457	8	5707928	677
457	9	50523690	647
457	10	89963981	639
458	1	4306463937	1707
458	2	4306525036	1274
458	3	186589312	1043
458	4	110204754	1009
458	5	4306463230	824
458	6	47649111	758
458	7	113871862	733
458	8	2504628507	620
458	9	84074229	617
458	10	192592622	614
459	1	99242495	1315
459	2	4306463937	698
459	3	8962223	686
459	4	4210172589	685
459	5	4210169245	467
459	6	4306463230	423
459	7	4306401271	414
459	8	25157213	408
459	9	4306501125	387
459	10	145575934	377
460	1	183492911	5351
460	2	102728161	1499
460	3	109302362	1213
460	4	175543413	1206
460	5	178776955	1197
460	6	4210238599	1167
460	7	180314335	1048
460	8	4306463937	937
460	9	77056576	841
460	10	147767848	776
461	1	4306525036	2152
461	2	4306463937	1565
461	3	156862075	964
461	4	15239247	717
461	5	200437886	537
461	6	195965714	460
461	7	4306401280	460
461	8	4306402450	447
461	9	202381698	379
461	10	39948230	374
462	1	4306525036	3155
462	2	4306463937	1866
462	3	153994436	1647
462	4	169297576	1111
462	5	58727509	1010
462	6	155721155	790
462	7	45720283	624
462	8	28607811	600
462	9	1027757569	587
462	10	14436165	578
463	1	4306463937	1649
463	2	106296714	1149
463	3	2764431341	834
463	4	2737215817	707
463	5	4210190054	686
463	6	4306463075	620
463	7	111872859	590
463	8	203620496	545
463	9	4306463855	500
463	10	859791518	491
464	1	101949793	1287
464	2	4306400194	987
464	3	106296714	867
464	4	2485537415	662
464	5	4306463937	653
464	6	189694085	631
464	7	4210179954	474
464	8	2480266640	457
464	9	10936095	430
464	10	63459445	410
465	1	146952083	4312
465	2	4306463937	2274
465	3	4306525036	2248
465	4	107905979	1993
465	5	154904565	1470
465	6	4306463230	1432
465	7	128848949	875
465	8	2755168269	864
465	9	2764888703	838
465	10	51654951	748
466	1	74080386	3044
466	2	4306463937	1788
466	3	47939261	1382
466	4	125585695	1331
466	5	177391433	1331
466	6	126804734	1257
466	7	131708376	1231
466	8	4306525036	1170
466	9	4210234357	898
466	10	60315679	801
467	1	46544255	1942
467	2	4306525036	1541
467	3	190456265	1187
467	4	165991124	1027
467	5	100045985	934
467	6	202381698	930
467	7	80413395	895
467	8	102868315	828
467	9	119628427	808
467	10	155128447	722
468	1	4306525036	2639
468	2	4306463937	1618
468	3	59624048	1337
468	4	1995308	1046
468	5	4306463230	1003
468	6	111727011	891
468	7	4210178590	826
468	8	19176856	799
468	9	4210197100	555
468	10	2734605188	544
469	1	4306463937	1381
469	2	4306401271	1374
469	3	4306463855	1344
469	4	4210172589	1157
469	5	10134376	758
469	6	99313352	672
469	7	4306463223	483
469	8	4306402512	458
469	9	4306463230	457
469	10	78512408	441
470	1	143352558	2768
470	2	4306525036	2390
470	3	84837402	2234
470	4	66441642	1444
470	5	4306463937	1308
470	6	39924113	958
470	7	4306463230	942
470	8	197964821	706
470	9	194656152	699
470	10	158079644	693
471	1	4306525036	2664
471	2	154451576	2154
471	3	129764719	1349
471	4	87161179	1315
471	5	4306463937	813
471	6	5303612	571
471	7	4306463230	537
471	8	182167790	444
471	9	4306402450	406
471	10	2737606590	375
472	1	106296714	1798
472	2	4306400194	1158
472	3	32898093	958
472	4	98183460	820
472	5	8427965	601
472	6	4306463937	585
472	7	101949793	574
472	8	2764905038	509
472	9	2485537415	481
472	10	115201632	473
473	1	4306525036	2127
473	2	4306463937	1649
473	3	58727509	1151
473	4	14436165	1150
473	5	28607811	1149
473	6	45720283	1034
473	7	32635664	708
473	8	3992287	703
473	9	80252431	652
473	10	4210181557	613
474	1	4306400194	1591
474	2	183492911	1398
474	3	4306419550	1090
474	4	193624734	973
474	5	101949793	911
474	6	168680287	750
474	7	4306463937	622
474	8	189694085	560
474	9	4210179954	524
474	10	2898246533	499
475	1	4306525036	4290
475	2	15444899	1397
475	3	92477597	1194
475	4	4306463937	935
475	5	4306463230	765
475	6	24135080	700
475	7	157213201	681
475	8	4310451	662
475	9	7715451	642
475	10	163220592	589
476	1	4306463937	2988
476	2	4306525036	2822
476	3	14109371	1823
476	4	65618785	1579
476	5	44433048	1289
476	6	4306463230	1216
476	7	146952083	1110
476	8	128848949	898
476	9	2764466093	827
476	10	2893128	621
477	1	135458494	3380
477	2	57491091	2155
477	3	4306463937	1719
477	4	4210196743	1259
477	5	112652565	1157
477	6	63107127	858
477	7	6147291	851
477	8	85201822	843
477	9	171471881	777
477	10	96615428	774
478	1	4210172589	2967
478	2	4306400194	2619
478	3	106296714	1716
478	4	2485537415	1000
478	5	4306463937	962
478	6	4210169156	864
478	7	2764900261	599
478	8	2764905038	441
478	9	101949793	364
478	10	2764847869	354
479	1	129060628	2171
479	2	4306525036	1558
479	3	104375418	1351
479	4	102890116	1123
479	5	146061289	949
479	6	11564597	908
479	7	202381698	831
479	8	4306463937	753
479	9	49878492	627
479	10	118758356	609
480	1	183492911	1860
480	2	67069294	1275
480	3	69755223	1184
480	4	96873385	1127
480	5	192559872	988
480	6	105746325	883
480	7	4306463230	839
480	8	191963794	808
480	9	4306525036	792
480	10	61773069	701
481	1	4306463937	3184
481	2	2898565713	1453
481	3	4210167954	1148
481	4	4210185096	710
481	5	2898405271	592
481	6	10134376	577
481	7	2898447089	575
481	8	4210184193	518
481	9	106296714	506
481	10	4210169156	492
482	1	4306462995	2577
482	2	4306463855	1992
482	3	4306463708	1981
482	4	2764375719	1805
482	5	4306463937	1122
482	6	4306463122	1055
482	7	4306463491	723
482	8	963407780	618
482	9	96006530	592
482	10	22535337	579
483	1	4306400194	2529
483	2	50372074	1243
483	3	151292657	1051
483	4	114104845	1043
483	5	151579836	1017
483	6	200871675	878
483	7	113214489	867
483	8	70718007	804
483	9	89452420	789
483	10	169017477	735
484	1	123149298	2209
484	2	4306463075	1243
484	3	97378760	1041
484	4	202403813	920
484	5	4306463937	896
484	6	4306463230	859
484	7	139295051	741
484	8	166351637	574
484	9	4306525036	537
484	10	4363604106	508
485	1	41354064	2098
485	2	134668137	1885
485	3	111155417	1366
485	4	185621672	1061
485	5	4306463937	775
485	6	30970080	772
485	7	111464279	752
485	8	10422866	736
485	9	152760256	705
485	10	4306525036	694
486	1	4306525036	2235
486	2	96615428	1743
486	3	91748803	1195
486	4	55776271	1062
486	5	57491091	938
486	6	91749377	935
486	7	27359860	874
486	8	202381698	862
486	9	114911520	801
486	10	103035011	719
487	1	200071133	5565
487	2	4306525036	2047
487	3	15137598	1113
487	4	25535963	941
487	5	186546955	924
487	6	14436165	895
487	7	153015021	726
487	8	4306463937	583
487	9	27064115	552
487	10	149476849	485
488	1	4306525036	2156
488	2	107919129	1802
488	3	80413395	1249
488	4	11852655	1194
488	5	80921037	1071
488	6	150156781	838
488	7	11075000	800
488	8	128227336	750
488	9	202381698	736
488	10	4306463937	694
489	1	106296714	2369
489	2	110206669	1841
489	3	183492911	1121
489	4	4306400194	976
489	5	2764905038	671
489	6	4210206007	668
489	7	2764900261	535
489	8	61310614	533
489	9	2485537415	478
489	10	4306463937	432
490	1	4306462995	2060
490	2	4306463855	1923
490	3	4306463937	1755
490	4	4306462964	1557
490	5	2764375719	1000
490	6	4306463717	874
490	7	4306463708	655
490	8	4306463716	629
490	9	4210172589	600
490	10	97342212	561
491	1	4210172589	8870
491	2	4306401271	4587
491	3	4306463937	1141
491	4	73680622	415
491	5	4306463855	384
491	6	4306525036	362
491	7	4306463708	352
491	8	4210224032	269
491	9	4306463716	264
491	10	189751245	252
492	1	179591353	2138
492	2	25157213	2040
492	3	113313948	1137
492	4	4306400194	1032
492	5	4306463937	902
492	6	164609412	847
492	7	153084011	710
492	8	61564791	631
492	9	2764696622	623
492	10	183492911	597
493	1	4306525036	2508
493	2	170339494	1953
493	3	112197712	1704
493	4	30045969	1155
493	5	202381698	813
493	6	4306463937	683
493	7	4306463230	635
493	8	53087977	607
493	9	128227336	532
493	10	72350973	437
494	1	4306463937	2455
494	2	4306463855	2144
494	3	4306463871	706
494	4	4306463716	605
494	5	4210182004	574
494	6	136099329	525
494	7	102059668	520
494	8	4210172589	438
494	9	4306401280	412
494	10	62036463	388
495	1	4306525036	2869
495	2	104135014	2575
495	3	4306463937	1456
495	4	124584150	1437
495	5	138569045	1074
495	6	34108376	805
495	7	41314575	713
495	8	4306463230	683
495	9	3376858	500
495	10	100253076	452
496	1	4306525036	2117
496	2	140251998	1120
496	3	4306463937	699
496	4	202381698	658
496	5	4306463230	539
496	6	18118477	470
496	7	30970080	380
496	8	151589183	379
496	9	200071133	379
496	10	14436165	351
497	1	106296714	1673
497	2	4306463937	1509
497	3	4306463855	879
497	4	4306463409	852
497	5	186921036	557
497	6	112620617	527
497	7	4306418196	505
497	8	4210172589	449
497	9	4306401280	353
497	10	2764900261	330
498	1	196498761	2449
498	2	137362610	2210
498	3	4306463230	1176
498	4	4306463075	961
498	5	26760650	877
498	6	130676932	875
498	7	151747869	844
498	8	4306463937	835
498	9	188241495	786
498	10	181365921	524
499	1	164001016	1908
499	2	123480357	1542
499	3	95739953	1419
499	4	2764437742	1381
499	5	2500738039	1313
499	6	135204980	1246
499	7	99352657	1234
499	8	4210176222	1148
499	9	2764414965	1037
499	10	2502627819	952
500	1	200764475	1110
500	2	4306463230	936
500	3	83853393	911
500	4	123288148	760
500	5	43139658	690
500	6	11629336	606
500	7	163807576	604
500	8	2481244646	562
500	9	67425620	543
500	10	63494468	523
501	1	50059124	1359
501	2	4306525036	1319
501	3	113871862	1121
501	4	4306463937	1064
501	5	109655379	861
501	6	38377033	854
501	7	84074229	545
501	8	4210172589	473
501	9	15239247	424
501	10	4306463708	385
502	1	4306463937	4913
502	2	4306462995	2950
502	3	4306463708	1642
502	4	4306462964	1507
502	5	4306463855	1007
502	6	4306463091	817
502	7	2764375719	673
502	8	4306400194	545
502	9	176377974	429
502	10	192525298	429
503	1	4306525036	1957
503	2	65770309	1543
503	3	4306463937	1519
503	4	59624048	1146
503	5	4210222112	946
503	6	4306463230	917
503	7	111727011	746
503	8	1995308	616
503	9	4210178590	606
503	10	130320380	537
504	1	87940674	4921
504	2	162355128	1220
504	3	133646729	1204
504	4	29875816	1102
504	5	187991544	705
504	6	143744711	666
504	7	105243760	601
504	8	19887683	582
504	9	10719676	477
504	10	4306418241	464
505	1	106174089	1759
505	2	100607112	1596
505	3	183492911	1095
505	4	108821158	895
505	5	4210184077	885
505	6	4220650854	747
505	7	111326731	619
505	8	39675887	584
505	9	19171858	566
505	10	45030768	503
506	1	113542562	2137
506	2	1016481467	1099
506	3	12492028	1081
506	4	4306463937	1000
506	5	10907757	944
506	6	35512523	654
506	7	2736968195	634
506	8	4206644	569
506	9	103398315	568
506	10	29980478	536
507	1	678965	2590
507	2	4306525036	1882
507	3	4306463937	1092
507	4	83891556	927
507	5	4210172589	884
507	6	43019230	789
507	7	191882557	613
507	8	90347677	592
507	9	103359281	568
507	10	4306401271	561
508	1	4210172589	4875
508	2	4306401271	2496
508	3	4306463937	1567
508	4	4306463855	1171
508	5	4306462995	476
508	6	4306463708	470
508	7	4306463223	424
508	8	4306463716	391
508	9	4306401280	353
508	10	4317411217	228
509	1	4306525036	2458
509	2	4306463937	1445
509	3	59624048	768
509	4	4306463230	724
509	5	111727011	666
509	6	1995308	566
509	7	14436165	515
509	8	141953298	515
509	9	193127762	495
509	10	101278519	449
510	1	83853393	2296
510	2	64311837	1955
510	3	79925788	1272
510	4	4306525036	1034
510	5	98026630	769
510	6	108911230	678
510	7	4306463937	538
510	8	134644764	529
510	9	168584722	516
510	10	34126442	413
511	1	4210170956	1574
511	2	106296714	1320
511	3	56112914	1258
511	4	4306463937	878
511	5	4306400194	548
511	6	4306463409	466
511	7	2764691006	426
511	8	2764905038	350
511	9	103482838	348
511	10	4306463855	334
512	1	201473135	1211
512	2	4306463937	1018
512	3	4210195883	579
512	4	4306463075	539
512	5	4306400194	534
512	6	61699894	499
512	7	43295729	496
512	8	190853250	493
512	9	183209598	409
512	10	59755854	393
513	1	4210187594	773
513	2	4306463937	684
513	3	4306463855	507
513	4	4306401280	469
513	5	4306525036	434
513	6	104917558	374
513	7	2764696622	320
513	8	4317411217	279
513	9	4393919366	269
513	10	4210194487	253
514	1	8722945	1409
514	2	194662844	1409
514	3	4306463230	1004
514	4	4306463937	848
514	5	4306525036	786
514	6	21693283	702
514	7	4306402567	597
514	8	202381698	560
514	9	167407068	485
514	10	5555990	475
515	1	53450646	2114
515	2	134185576	1226
515	3	134216166	1188
515	4	86852077	887
515	5	44455300	753
515	6	4306463937	722
515	7	4210200103	688
515	8	52566953	633
515	9	4210195883	574
515	10	4306463075	532
516	1	98208149	6833
516	2	27731274	2067
516	3	113542562	1264
516	4	114406758	1262
516	5	4306463937	1183
516	6	42323631	987
516	7	89954039	768
516	8	4306400194	764
516	9	183492911	675
516	10	4306402567	637
517	1	4210172589	2390
517	2	4306463937	696
517	3	191556934	670
517	4	66510378	661
517	5	4210224324	603
517	6	4306401271	583
517	7	4306463855	576
517	8	4306401280	510
517	9	169699294	495
517	10	91781374	482
518	1	4306525036	2481
518	2	4306463937	1221
518	3	185347286	851
518	4	129397763	826
518	5	63023845	806
518	6	15137598	692
518	7	24354371	675
518	8	191349260	534
518	9	14436165	481
518	10	4306463230	458
519	1	4306525036	2064
519	2	4306463937	1342
519	3	7689096	853
519	4	104698359	780
519	5	108768312	653
519	6	86387881	647
519	7	4306463230	641
519	8	4306462995	615
519	9	200672447	520
519	10	33418846	503
520	1	4306463937	2372
520	2	4210172589	1665
520	3	202734349	1147
520	4	112952035	1146
520	5	4306401271	1110
520	6	9692511	565
520	7	84268765	557
520	8	4306463855	513
520	9	151331055	434
520	10	4210213578	424
521	1	177147899	3517
521	2	101472891	3057
521	3	48860480	2716
521	4	4210205149	2407
521	5	138759888	1623
521	6	106928643	1323
521	7	67716761	877
521	8	158447136	742
521	9	198339081	702
521	10	2764437742	630
522	1	4306525036	3024
522	2	4306463937	1105
522	3	43051214	1060
522	4	39924113	902
522	5	4306463230	696
522	6	2738950867	586
522	7	5398819	561
522	8	141953298	501
522	9	113474406	496
522	10	2764418376	449
523	1	4306525036	1575
523	2	168522863	778
523	3	4306402567	648
523	4	202381698	645
523	5	4306402450	639
523	6	140251998	570
523	7	10623703	558
523	8	192603849	526
523	9	4306463937	526
523	10	126644158	507
524	1	106296714	2841
524	2	4306400194	1603
524	3	183492911	580
524	4	2764905038	544
524	5	2764900261	541
524	6	414566	507
524	7	4306463937	494
524	8	90108747	473
524	9	4210206007	426
524	10	4210179954	303
525	1	4306401271	2483
525	2	4210172589	1790
525	3	103321696	917
525	4	10134376	651
525	5	34280410	641
525	6	4306463937	616
525	7	58516903	449
525	8	169988927	396
525	9	201533460	387
525	10	4306401280	361
526	1	4306463855	1634
526	2	2948509140	1288
526	3	4210230940	1074
526	4	4210168471	810
526	5	4306463937	650
526	6	45653059	582
526	7	4210187767	545
526	8	998543980	458
526	9	4306401280	447
526	10	4306463091	438
527	1	4306463937	16777
527	2	4306463308	4832
527	3	4306463307	2422
527	4	4306463104	1860
527	5	4306464262	927
527	6	185609448	567
527	7	4210214373	532
527	8	4210176779	491
527	9	4306401271	473
527	10	4210228876	398
528	1	4306402567	2028
528	2	183492911	1871
528	3	178776955	1073
528	4	98085912	963
528	5	4210172139	842
528	6	196734849	774
528	7	127827428	764
528	8	104118869	762
528	9	117354312	674
528	10	4306463937	650
529	1	11296630	3028
529	2	971171794	2047
529	3	4210202285	2020
529	4	99182027	1633
529	5	105243760	646
529	6	187991544	550
529	7	86702594	515
529	8	4306463937	507
529	9	46035623	451
529	10	4306402512	437
530	1	4306525036	2165
530	2	14436165	1321
530	3	79704628	1037
530	4	4306463937	995
530	5	173274907	875
530	6	4306463230	735
530	7	137419829	699
530	8	169054600	479
530	9	175814247	435
530	10	134773490	409
531	1	158041768	1720
531	2	4306525036	1642
531	3	4306463937	1416
531	4	156006901	957
531	5	12843020	783
531	6	4306463230	644
531	7	110924429	526
531	8	14436165	446
531	9	78230319	445
531	10	44433048	400
532	1	183492911	3282
532	2	42323631	1788
532	3	52123058	1495
532	4	103398315	1354
532	5	178776955	1064
532	6	187991544	829
532	7	112574528	767
532	8	4210187594	665
532	9	26602194	625
532	10	105243760	611
533	1	4306400194	9814
533	2	14709335	1589
533	3	106296714	921
533	4	19392275	836
533	5	158842918	823
533	6	4306463937	765
533	7	4210226894	517
533	8	151579836	490
533	9	20133105	473
533	10	70718007	434
534	1	128507546	5110
534	2	4306525036	1410
534	3	4306463937	933
534	4	116251202	711
534	5	108732581	633
534	6	172125442	632
534	7	41500138	529
534	8	191417626	468
534	9	4306463230	430
534	10	4306402450	382
535	1	4306525036	1661
535	2	84590487	1187
535	3	9886411	1128
535	4	110785341	640
535	5	155604799	629
535	6	178469169	593
535	7	4306402450	551
535	8	4306463230	539
535	9	197964821	526
535	10	4306463937	523
536	1	4306525036	2243
536	2	4306463937	1398
536	3	76900504	859
536	4	144860794	628
536	5	4306463230	628
536	6	2738950867	425
536	7	2312674	369
536	8	10542796	337
536	9	125174104	333
536	10	141953298	332
537	1	4306525036	2672
537	2	4306463937	1473
537	3	14109371	1211
537	4	2312674	1157
537	5	4210177186	844
537	6	113474406	638
537	7	4306463230	616
537	8	65618785	571
537	9	90626604	505
537	10	92685437	419
538	1	4306463937	1575
538	2	10134376	1422
538	3	94060836	1096
538	4	129922104	955
538	5	4306463855	863
538	6	58516903	608
538	7	4210181232	507
538	8	4210172589	442
538	9	32271328	430
538	10	201876622	404
539	1	41354064	5493
539	2	133942674	1876
539	3	201989124	1474
539	4	205050996	1351
539	5	4210200754	1344
539	6	67393510	1310
539	7	111155417	1261
539	8	152760256	1106
539	9	179810352	984
539	10	205754296	848
540	1	4306400194	2446
540	2	1393328	1735
540	3	79267003	745
540	4	4306463937	662
540	5	4210187594	595
540	6	3164724	495
540	7	89576279	473
540	8	85738991	454
540	9	164833468	407
540	10	109302362	385
541	1	15409311	3281
541	2	86387881	1384
541	3	152176358	1336
541	4	4306525036	1108
541	5	4306463937	1032
541	6	11296630	892
541	7	174332447	730
541	8	110744938	711
541	9	200877091	544
541	10	163740676	510
542	1	203465130	1623
542	2	13479253	1499
542	3	86852077	1364
542	4	143381477	936
542	5	10446503	922
542	6	201530359	873
542	7	173943867	801
542	8	4306525036	784
542	9	87561820	745
542	10	1879512	704
543	1	4306525036	2192
543	2	76304953	617
543	3	202381698	573
543	4	134644764	480
543	5	4306463230	478
543	6	98026630	458
543	7	129637156	451
543	8	140251998	451
543	9	10623703	449
543	10	4306463937	405
544	1	30525748	3001
544	2	4306525036	2068
544	3	15137598	1311
544	4	196979320	1306
544	5	4306463937	1290
544	6	191188855	1215
544	7	4802544	1100
544	8	96871409	927
544	9	59248909	724
544	10	49004918	673
545	1	4306463937	1793
545	2	4210211349	1338
545	3	126013225	651
545	4	4210172589	498
545	5	106296714	423
545	6	4306463855	398
545	7	153020912	388
545	8	4306400194	353
545	9	69790668	349
545	10	169988927	342
546	1	134644764	1985
546	2	98026630	1716
546	3	4210196743	1422
546	4	14903550	1022
546	5	2764649054	843
546	6	4306463230	815
546	7	62863702	730
546	8	38919146	685
546	9	74940757	685
546	10	2739448144	653
547	1	63511553	3104
547	2	68503223	2531
547	3	179017329	1738
547	4	4306463937	1497
547	5	34395325	1415
547	6	4210169118	1134
547	7	23655555	798
547	8	4210208383	774
547	9	168357330	727
547	10	4949901	725
548	1	183492911	7488
548	2	178776955	1078
548	3	4306400194	997
548	4	186881120	724
548	5	175543413	644
548	6	180314335	571
548	7	72499069	548
548	8	2307745	542
548	9	4210238599	533
548	10	130108588	430
549	1	61428987	1651
549	2	74630304	1607
549	3	202705189	1401
549	4	102543962	1037
549	5	137835450	966
549	6	29980478	953
549	7	49393431	888
549	8	128777875	743
549	9	71324801	734
549	10	37840076	643
550	1	4306463937	873
550	2	25746158	743
550	3	4306463855	716
550	4	68758695	618
550	5	105044966	528
550	6	82530051	484
550	7	73400788	367
550	8	4210206506	333
550	9	94345546	324
550	10	2765021630	314
551	1	116775814	1431
551	2	4210169156	616
551	3	101949793	571
551	4	4306463937	503
551	5	4210179954	473
551	6	2764905038	465
551	7	4306400194	456
551	8	2493613807	397
551	9	2764566388	391
551	10	4210187594	387
552	1	106296714	5534
552	2	4306400194	5041
552	3	90727058	1728
552	4	4306463937	1017
552	5	75897683	661
552	6	68047077	614
552	7	39012697	420
552	8	4502562	398
552	9	4306402512	371
552	10	147953040	339
553	1	50523690	2072
553	2	3649266	1126
553	3	2764696622	668
553	4	112770955	608
553	5	67326217	566
553	6	187991544	543
553	7	183492911	542
553	8	16945967	534
553	9	4210233251	493
553	10	67425620	422
554	1	202680183	2090
554	2	75069817	1678
554	3	149937609	1392
554	4	21262371	1376
554	5	186935893	1288
554	6	48860480	1123
554	7	164770093	956
554	8	4306463230	714
554	9	109565702	691
554	10	69753523	687
555	1	4306525036	1837
555	2	4306463937	502
555	3	202381698	493
555	4	128018148	478
555	5	140251998	369
555	6	10623703	359
555	7	4306463230	353
555	8	2737566431	330
555	9	134644764	303
555	10	151589183	274
556	1	106296714	3087
556	2	4306400194	921
556	3	4306463937	841
556	4	168738021	735
556	5	2764905038	404
556	6	4306418552	361
556	7	2764900261	276
556	8	4306402512	253
556	9	4210169156	238
556	10	4210172589	238
557	1	155850388	879
557	2	76910236	757
557	3	2736865057	720
557	4	4306463075	589
557	5	4306463937	565
557	6	2765035553	509
557	7	10134376	458
557	8	2764994788	427
557	9	173966628	392
557	10	4210172589	362
558	1	183492911	2825
558	2	105243760	1317
558	3	178776955	1138
558	4	193112073	789
558	5	202289667	677
558	6	120213556	629
558	7	119074828	579
558	8	134390580	555
558	9	4306400194	526
558	10	187991544	483
559	1	4306525036	1162
559	2	52566953	880
559	3	96615428	765
559	4	27359860	617
559	5	158228368	612
559	6	13479253	567
559	7	49828768	538
559	8	4306463230	533
559	9	53450646	517
559	10	57491091	485
560	1	160215590	1301
560	2	4306463937	1131
560	3	93646482	889
560	4	21917004	789
560	5	139192911	634
560	6	106296714	596
560	7	190005310	587
560	8	45645249	555
560	9	128754310	446
560	10	24688465	441
561	1	4306525036	1616
561	2	4306463230	768
561	3	34460812	562
561	4	205878144	516
561	5	4306463937	468
561	6	128555845	432
561	7	41354064	391
561	8	10446503	363
561	9	4306463075	361
561	10	4210169613	309
562	1	51596929	2010
562	2	4306525036	1769
562	3	96615428	1393
562	4	39730559	1365
562	5	65405509	1146
562	6	157451995	663
562	7	4306463937	612
562	8	4306463230	566
562	9	202381698	534
562	10	200071133	520
563	1	4306463937	2076
563	2	2645077	1835
563	3	65957803	1177
563	4	4306463075	1052
563	5	203530175	979
563	6	86860186	959
563	7	70708404	778
563	8	184406644	707
563	9	36154601	579
563	10	198573919	571
564	1	4306525036	1090
564	2	128018148	1002
564	3	140251998	821
564	4	88052261	680
564	5	202381698	478
564	6	2595292759	475
564	7	2737566431	422
564	8	151589183	415
564	9	98455728	394
564	10	4306463937	391
565	1	12098962	5690
565	2	197961893	3103
565	3	4306463937	1807
565	4	4306525036	1168
565	5	47192491	901
565	6	4306463230	485
565	7	29918858	398
565	8	103428141	327
565	9	2764866165	275
565	10	28527816	265
566	1	181849574	2064
566	2	58867329	1904
566	3	2764696622	1095
566	4	160957154	797
566	5	114140916	697
566	6	32869529	665
566	7	5458151	641
566	8	31264339	605
566	9	41354064	574
566	10	2489075544	500
567	1	4210172589	6272
567	2	4306401271	1394
567	3	4306463937	1153
567	4	4306463223	906
567	5	4306462995	882
567	6	84022812	674
567	7	4317411217	451
567	8	82472405	445
567	9	4306463855	444
567	10	39307421	406
568	1	126530969	2326
568	2	4306463937	2142
568	3	4306525036	2002
568	4	47192491	1686
568	5	21837735	625
568	6	43051214	585
568	7	113474406	509
568	8	60318618	403
568	9	4210187659	399
568	10	2764418376	387
569	1	128990672	1857
569	2	119525064	974
569	3	81373472	813
569	4	70096214	699
569	5	84231135	657
569	6	132626406	650
569	7	134644764	647
569	8	4210190642	547
569	9	4306525036	546
569	10	4306463230	480
570	1	78518477	1389
570	2	4306525036	942
570	3	87713832	569
570	4	4306463937	517
570	5	44383424	285
570	6	2485537415	273
570	7	85738991	272
570	8	4306463075	272
570	9	201595455	241
570	10	4306400194	234
571	1	4306528759	2154
571	2	4210167977	1313
571	3	4306518851	967
571	4	4306522965	548
571	5	4306529091	503
571	6	4210223152	494
571	7	4306401280	414
571	8	4306503848	378
571	9	4210217930	373
571	10	2738562123	365
572	1	4306525036	2580
572	2	14436165	1269
572	3	4306463937	783
572	4	183989336	764
572	5	4306463230	605
572	6	25650217	543
572	7	86692366	543
572	8	44888363	457
572	9	141953298	433
572	10	2738950867	415
573	1	4210227089	1029
573	2	4210172589	846
573	3	4210193425	679
573	4	4210172087	546
573	5	4210175534	542
573	6	4210223702	398
573	7	4306463855	385
573	8	4210221659	362
573	9	4210182925	352
573	10	4306463937	330
574	1	4306525036	1772
574	2	17147534	928
574	3	27931387	468
574	4	4306463937	466
574	5	15239247	458
574	6	39041608	448
574	7	4306402450	322
574	8	108453729	315
574	9	201526756	262
574	10	202381698	228
575	1	4210167977	1084
575	2	4210172589	646
575	3	4306401280	519
575	4	4210202480	483
575	5	4210215105	409
575	6	4306531023	397
575	7	4306522965	393
575	8	4210217002	379
575	9	4306518851	352
575	10	4210236921	343
576	1	4306525036	1908
576	2	4306463937	1578
576	3	30525748	1559
576	4	12548615	912
576	5	196979320	900
576	6	4306463230	514
576	7	191188855	459
576	8	205775358	364
576	9	202381698	293
576	10	39924113	236
577	1	96331937	3555
577	2	141866484	3215
577	3	143427143	2207
577	4	4306525036	1276
577	5	4306463937	968
577	6	79704628	891
577	7	75480959	814
577	8	4306463230	691
577	9	157499488	677
577	10	4306402450	351
578	1	4306400194	8233
578	2	2883122597	1447
578	3	4306463937	1174
578	4	76279167	890
578	5	2764696622	784
578	6	70718007	679
578	7	118704488	528
578	8	38866342	434
578	9	21451252	389
578	10	187260366	336
579	1	4306401271	3751
579	2	4210172589	1440
579	3	4306463937	674
579	4	136211407	551
579	5	91754907	391
579	6	86125002	389
579	7	4306463223	307
579	8	10134376	292
579	9	4306463855	286
579	10	201533460	279
580	1	4306463937	2170
580	2	2764375719	1320
580	3	4306463855	1223
580	4	4306463716	1048
580	5	4306463122	851
580	6	4306462995	700
580	7	4306463717	663
580	8	4306463708	620
580	9	75573539	438
580	10	143466226	418
581	1	4306525036	3043
581	2	29564236	868
581	3	195727172	867
581	4	2756327665	783
581	5	108911230	746
581	6	174893293	510
581	7	132108250	500
581	8	15444899	486
581	9	41354064	469
581	10	39653451	434
582	1	11296630	1998
582	2	199286587	1885
582	3	4306463230	878
582	4	60060263	865
582	5	202381698	820
582	6	96743589	787
582	7	20257348	776
582	8	4306463937	606
582	9	2596539584	603
582	10	4210217040	540
583	1	4306525036	2224
583	2	4306463230	607
583	3	4306463937	516
583	4	53087977	365
583	5	128227336	363
583	6	109369870	349
583	7	202381698	338
583	8	2738950867	282
583	9	141953298	280
583	10	4306402450	280
584	1	203966947	1169
584	2	2764498263	996
584	3	2764649243	818
584	4	151498627	713
584	5	168377509	633
584	6	192268925	542
584	7	71857517	523
584	8	2764567417	474
584	9	2764761917	354
584	10	207216207	346
585	1	178776955	2794
