meso_cluster_id	source_seq	source_id	n_works
226	6	75069817	1541
226	7	4210195883	1505
226	8	2764478331	1338
226	9	109565702	1272
226	10	4220651895	1221
227	1	4306525036	9553
227	2	4306463937	2140
227	3	129839026	1650
227	4	53142634	1197
227	5	29620287	823
227	6	4306463230	720
227	7	192814187	712
227	8	187139995	648
227	9	106296714	641
227	10	4210172589	602
228	1	4306463937	20357
228	2	4306464262	15735
228	3	4306464022	2334
228	4	4306464240	2066
228	5	4306463091	1642
228	6	4306464232	1311
228	7	4306463491	1283
228	8	4306463667	1013
228	9	4306463855	998
228	10	28909093	828
229	1	4306463937	3534
229	2	4306525036	1687
229	3	106822843	1617
229	4	4210172589	1612
229	5	4306463855	1386
229	6	2735447094	1187
229	7	15239247	1099
229	8	4306401271	993
229	9	156988948	897
229	10	159675017	866
230	1	111326731	2585
230	2	43295729	2273
230	3	126920919	1787
230	4	183492911	1776
230	5	193624734	1655
230	6	168680287	1489
230	7	3569471	1415
230	8	4306400194	1188
230	9	154637859	1157
230	10	101949793	1037
231	1	129124101	3118
231	2	39260535	2823
231	3	4306463075	2759
231	4	4210195883	1792
231	5	67425620	1557
231	6	2764487033	1550
231	7	139192911	1384
231	8	128754310	1345
231	9	2764922013	1310
231	10	184406644	1271
232	1	163027424	4241
232	2	147691530	3274
232	3	4306525036	2396
232	4	79704628	1859
232	5	4306463937	1430
232	6	4306463230	1374
232	7	4306402567	1227
232	8	202381698	1196
232	9	1737980	999
232	10	2764943606	983
233	1	2849398	5084
233	2	116836101	4385
233	3	191963794	3110
233	4	176136234	2652
233	5	4306463937	1906
233	6	3892946	1483
233	7	96702057	1358
233	8	170809390	1220
233	9	183492911	1206
233	10	98455728	1130
234	1	4306525036	4226
234	2	145039780	3194
234	3	4306463937	1494
234	4	159852663	1404
234	5	4306463230	1357
234	6	14436165	1353
234	7	48760969	1266
234	8	140251998	1069
234	9	202381698	869
234	10	185835163	792
235	1	50523690	3615
235	2	192268925	2220
235	3	58031724	2207
235	4	64770346	1368
235	5	198098182	1218
235	6	3026325	1075
235	7	29875816	989
235	8	128754310	971
235	9	2485537415	954
235	10	91284046	948
236	1	4306400194	17644
236	2	151579836	3771
236	3	4210226894	1975
236	4	54953690	1472
236	5	7365561	1097
236	6	76385772	983
236	7	73458468	963
236	8	83211391	896
236	9	4306463937	896
236	10	77333429	854
237	1	4306400194	6438
237	2	106296714	4578
237	3	185367456	3289
237	4	67831204	2899
237	5	4306463937	1640
237	6	84775595	1581
237	7	94821547	1340
237	8	73060445	1234
237	9	135221619	1140
237	10	4210171473	1111
238	1	4306525036	3711
238	2	4306463937	2113
238	3	102860386	2060
238	4	100343354	1550
238	5	4306402450	1333
238	6	110785341	1208
238	7	45053660	1170
238	8	94854268	1057
238	9	59739785	958
238	10	14643628	916
239	1	4306463708	8125
239	2	4306462995	5760
239	3	4306463937	4584
239	4	4306463855	3588
239	5	4210172589	3082
239	6	4306463091	1830
239	7	4306463716	1379
239	8	2764375719	1052
239	9	147022693	935
239	10	4306463491	859
240	1	4317411217	3086
240	2	4306401280	2405
240	3	4393919366	1522
240	4	4210195883	616
240	5	4210172589	479
240	6	4210187594	446
240	7	4306463855	433
240	8	2765078954	411
240	9	4306516958	410
240	10	4306516739	402
241	1	55737203	3175
241	2	204847658	2518
241	3	198573919	2291
241	4	163378907	2084
241	5	134216166	1858
241	6	53579087	1759
241	7	4306463937	1671
241	8	2764832999	1536
241	9	4306463075	1153
241	10	86852077	1075
242	1	4306525036	5307
242	2	144860794	4198
242	3	127437062	2594
242	4	4306463937	2121
242	5	10542796	2037
242	6	60865174	1954
242	7	187579785	1657
242	8	41314575	1406
242	9	185186944	1387
242	10	205902839	1358
243	1	30525748	5398
243	2	4306525036	3664
243	3	15137598	3255
243	4	191188855	2553
243	5	110533041	2511
243	6	196979320	2478
243	7	4306463937	1975
243	8	96871409	1937
243	9	197000376	1831
243	10	59248909	1557
244	1	4306400194	6993
244	2	106296714	3555
244	3	4306420076	1439
244	4	4210169297	1349
244	5	199497470	1048
244	6	128025751	1001
244	7	11296630	959
244	8	4306402512	896
244	9	4306463937	835
244	10	62507282	756
245	1	4210202285	4027
245	2	198098182	2608
245	3	177147899	2549
245	4	2764865925	2047
245	5	2497375143	1341
245	6	109565702	1271
245	7	4306463937	1134
245	8	138759888	1016
245	9	2913398011	939
245	10	45181156	857
246	1	4306525036	7180
246	2	67147237	4276
246	3	2672396	2500
246	4	177636448	1937
246	5	64889221	1624
246	6	75186586	1442
246	7	38907727	1418
246	8	36642063	1241
246	9	4306463937	1101
246	10	32481061	1051
247	1	4306463937	3805
247	2	4210187594	2036
247	3	4306463855	1345
247	4	119483640	1332
247	5	4210211469	1280
247	6	131125421	1111
247	7	2764749937	932
247	8	2764739392	881
247	9	4306402512	845
247	10	161209770	830
248	1	4306463230	1857
248	2	98026630	1768
248	3	106501229	1658
248	4	38637062	1641
248	5	4306525036	1585
248	6	134644764	1571
248	7	4306463937	1275
248	8	4210196743	1235
248	9	9307485	1099
248	10	110785341	1045
249	1	76010543	6263
249	2	124577123	4751
249	3	84339699	2552
249	4	42323631	2105
249	5	187991544	1771
249	6	105243760	1528
249	7	86481247	1353
249	8	4306463937	1169
249	9	4210187594	929
249	10	67425620	922
250	1	188605413	3690
250	2	105243760	2063
250	3	95739953	1581
250	4	44567922	1577
250	5	6791298	1552
250	6	41354064	1514
250	7	206811868	1489
250	8	187991544	1154
250	9	111155417	1140
250	10	4306463937	1122
251	1	4306525036	5524
251	2	4306463937	2660
251	3	4306463230	1773
251	4	15137598	1205
251	5	66559934	930
251	6	191421250	896
251	7	14436165	862
251	8	2738950867	790
251	9	141953298	656
251	10	4306402450	644
252	1	17729819	2320
252	2	147008614	1741
252	3	55737203	1382
252	4	195255895	1336
252	5	4306463937	1280
252	6	43295729	1248
252	7	74970393	1143
252	8	71324801	1115
252	9	58631098	1103
252	10	110876149	1066
253	1	77047749	5425
253	2	4306463937	3112
253	3	6377669	2914
253	4	24807848	2870
253	5	35412551	2579
253	6	4306400194	2425
253	7	177196338	2074
253	8	75741262	1990
253	9	4210235286	1741
253	10	13281104	1545
254	1	4306421180	2581
254	2	65690446	2499
254	3	106296714	2370
254	4	4306463937	2148
254	5	4306400194	2001
254	6	103321696	1601
254	7	196821226	1428
254	8	77056576	1132
254	9	173256270	1094
254	10	148503350	973
255	1	4306401271	9319
255	2	4210172589	7536
255	3	4306463937	2232
255	4	4306463855	1579
255	5	4306463708	861
255	6	4306463716	805
255	7	85457386	700
255	8	4306401280	615
255	9	112952035	599
255	10	4317411217	517
256	1	10134376	3027
256	2	4306463937	2388
256	3	2738397068	2039
256	4	104597489	1694
256	5	194154261	1574
256	6	99909709	1500
256	7	15239247	1489
256	8	80485027	1346
256	9	60589374	1257
256	10	4306463855	1143
257	1	191963794	6457
257	2	60743949	4042
257	3	74367812	3788
257	4	182655450	2653
257	5	89689683	2591
257	6	4210172139	2482
257	7	108264783	1864
257	8	4306402567	1811
257	9	37349105	1504
257	10	104550190	1346
258	1	4306525036	3080
258	2	122347013	2272
258	3	1605907	1750
258	4	4306463937	1615
258	5	167664057	1527
258	6	18455948	1522
258	7	77494981	1516
258	8	178469169	1515
258	9	4306463230	1400
258	10	35570472	1177
259	1	148561398	4325
259	2	4306400194	1472
259	3	4210172589	1433
259	4	4306463937	1433
259	5	4306525036	1138
259	6	205292342	1124
259	7	137773608	1067
259	8	4306401280	802
259	9	80113298	680
259	10	29676049	654
260	1	75741262	3243
260	2	22862804	2209
260	3	42323631	1963
260	4	164001016	1668
260	5	94313546	1431
260	6	152000018	1420
260	7	204609040	1236
260	8	90999920	1024
260	9	76010543	969
260	10	6377669	899
261	1	4306400194	1998
261	2	4306463937	1832
261	3	2485537415	1483
261	4	106296714	1441
261	5	2480266640	1436
261	6	101949793	1116
261	7	4210169156	1027
261	8	2764905038	1001
261	9	4210179954	908
261	10	4210187594	782
262	1	111160002	7314
262	2	132538424	3031
262	3	103225281	2669
262	4	13619737	2192
262	5	45012897	1914
262	6	4306463937	1897
262	7	90573847	1684
262	8	4306525036	1229
262	9	106296714	1162
262	10	4306400194	1040
263	1	4306525036	5652
263	2	133626053	2903
263	3	4306463937	2148
263	4	57131103	1845
263	5	2478453819	1700
263	6	4306463230	1634
263	7	118780703	1319
263	8	124867825	1055
263	9	121715350	998
263	10	162191074	953
264	1	105208853	5073
264	2	4306463937	2755
264	3	4210187594	2115
264	4	54332258	1948
264	5	4306463855	1310
264	6	2764696622	1222
264	7	171036940	1065
264	8	4210167823	1001
264	9	161883588	951
264	10	52057175	937
265	1	4306525036	3981
265	2	4306463937	3075
265	3	58727509	2381
265	4	153994436	1939
265	5	45720283	1374
265	6	2755888424	1190
265	7	86638576	1045
265	8	137740113	994
265	9	4306463230	960
265	10	28607811	874
266	1	4306402567	4214
266	2	4306400573	2032
266	3	4306525036	2008
266	4	202381698	1678
266	5	136352176	1495
266	6	134425043	1394
266	7	99574856	1241
266	8	4306463937	1224
266	9	4306402450	1184
266	10	187186932	1074
267	1	77056576	7198
267	2	67425620	3212
267	3	75411654	2587
267	4	2898565713	2439
267	5	2898407351	2189
267	6	127530304	1997
267	7	128754310	1886
267	8	154368109	1698
267	9	4210189194	1609
267	10	4210184193	1380
268	1	4306463855	2252
268	2	4306463937	2110
268	3	9692511	1383
268	4	131954271	1137
268	5	33049603	668
268	6	110965136	666
268	7	4306401280	638
268	8	116921146	637
268	9	95965737	623
268	10	15510884	619
269	1	24284137	4298
269	2	4210202285	2482
269	3	16737290	2185
269	4	4210169712	1855
269	5	133299089	1760
269	6	116094739	1675
269	7	194735492	1535
269	8	128754310	1499
269	9	4306463937	1377
269	10	67425620	1333
270	1	4306462995	6909
270	2	4306463708	5787
270	3	4306462964	4789
270	4	4306463091	3476
270	5	4306463855	2101
270	6	4210173305	1438
270	7	4306463937	1431
270	8	2764375719	1374
270	9	47679038	1015
270	10	4306463491	745
271	1	119469986	10449
271	2	86512602	7982
271	3	69753523	3780
271	4	124203677	2648
271	5	4306463230	1800
271	6	4210225467	1759
271	7	200764475	1513
271	8	149937609	1402
271	9	4306463937	1350
271	10	52566953	1220
272	1	4306525036	4028
272	2	4306463230	1325
272	3	110785341	1312
272	4	4306463937	1147
272	5	168421034	1136
272	6	202381698	1073
272	7	205775358	1048
272	8	186113128	896
272	9	97303050	696
272	10	4306402450	664
273	1	4306525036	3225
273	2	180901878	2535
273	3	171405753	2181
273	4	4306463937	1691
273	5	4306402567	1336
273	6	4306463230	1160
273	7	202381698	1092
273	8	45445671	1074
273	9	198965713	847
273	10	22881060	832
274	1	25650217	5985
274	2	4306525036	5191
274	3	183989336	2787
274	4	132787887	1943
274	5	50602745	1843
274	6	44888363	1824
274	7	149170128	1750
274	8	13698240	1511
274	9	50823678	1444
274	10	14436165	1369
275	1	145630073	3609
275	2	2764696622	3001
275	3	4306400194	2409
275	4	31010182	2312
275	5	164692974	2197
275	6	149266522	1782
275	7	4210187594	1597
275	8	66354037	1387
275	9	2764823912	1264
275	10	162355128	1190
276	1	4306525036	4627
276	2	62565178	1792
276	3	40080443	1574
276	4	137832324	1428
276	5	194945867	1398
276	6	36000085	1383
276	7	172540258	1373
276	8	152990921	1115
276	9	95299427	1036
276	10	139566883	1031
277	1	4306525036	2038
277	2	4306463937	1356
277	3	101949793	1056
277	4	4306463230	871
277	5	4210169992	780
277	6	3164724	743
277	7	8427965	724
277	8	4306400194	697
277	9	5240358	633
277	10	106296714	564
278	1	4306400194	3564
278	2	50372074	2631
278	3	169017477	2037
278	4	151579836	1548
278	5	4210205691	1533
278	6	70695507	1488
278	7	89452420	1413
278	8	2764696622	1315
278	9	165473669	1114
278	10	54871839	1052
279	1	30525748	4933
279	2	90591482	4406
279	3	4306525036	3862
279	4	22797964	3774
279	5	4306463937	3102
279	6	196979320	2326
279	7	191188855	1721
279	8	59248909	1204
279	9	4306463230	995
279	10	122347013	958
280	1	50055314	3031
280	2	13506822	2801
280	3	4306525036	2423
280	4	15137598	2043
280	5	4306463937	2038
280	6	41599636	1176
280	7	4306402450	1120
280	8	126033908	1062
280	9	90347677	1029
280	10	142055198	986
281	1	106296714	6186
281	2	4306463937	3210
281	3	4210177767	2818
281	4	4306463409	1655
281	5	2764900261	897
281	6	4306400194	817
281	7	4306417665	727
281	8	4210172589	676
281	9	4306418324	501
281	10	4306402512	485
282	1	4306463937	5060
282	2	4306463855	2064
282	3	4210172589	1702
282	4	4306401271	1134
282	5	12430390	1026
282	6	146344	887
282	7	4306462995	785
282	8	151331055	768
282	9	4306463708	758
282	10	50147421	749
283	1	13054843	5241
283	2	4306525036	3082
283	3	4306463937	1463
283	4	140251998	1404
283	5	12558119	1071
283	6	4306463230	1050
283	7	25650217	933
283	8	132787887	932
283	9	4306402450	918
283	10	202381698	900
284	1	172501725	7944
284	2	4306518943	5706
284	3	4306463937	4185
284	4	4306518891	4119
284	5	147556662	3404
284	6	105500771	3209
284	7	207178839	2735
284	8	36624081	2341
284	9	205231332	2094
284	10	4210222121	1972
285	1	140848990	3070
285	2	4306525036	2285
285	3	4306463937	1835
285	4	4306463230	1384
285	5	203050076	1255
285	6	143744428	1253
285	7	194302669	1228
285	8	30122339	1134
285	9	49886757	993
285	10	96638545	966
286	1	164770093	6034
286	2	186935893	4267
286	3	58603569	2543
286	4	112051168	2302
286	5	21442059	2016
286	6	2497375143	1822
286	7	198098182	1278
286	8	171918450	1203
286	9	4306463230	1106
286	10	4210188153	1074
287	1	4306463937	4006
287	2	4210172589	2687
287	3	4306463855	2441
287	4	76877748	1716
287	5	4306463409	1361
287	6	37623806	996
287	7	39541053	932
287	8	201221823	922
287	9	106296714	917
287	10	4306463716	906
288	1	202403813	2191
288	2	128368299	1522
288	3	4306463937	1127
288	4	147767848	1025
288	5	2485537415	959
288	6	101949793	936
288	7	87725633	921
288	8	4306463075	893
288	9	128754310	860
288	10	10892749	813
289	1	2764777209	2212
289	2	4306463937	1799
289	3	69872077	1653
289	4	172073041	1426
289	5	120049674	1285
289	6	128059648	1195
289	7	4210172589	1140
289	8	144495243	922
289	9	10134376	850
289	10	196205230	777
290	1	4306525036	3439
290	2	4210217879	2064
290	3	122347013	1892
290	4	123732490	1630
290	5	139838620	1630
290	6	183131812	1355
290	7	4306463937	1226
290	8	4210216427	1207
290	9	4306402450	1177
290	10	1605907	1140
291	1	96167972	4677
291	2	149373597	3660
291	3	48583931	2131
291	4	198339081	1712
291	5	41155759	1526
291	6	138759888	1482
291	7	4306463230	1412
291	8	123418790	1311
291	9	67425620	1075
291	10	42323631	918
292	1	181849944	3804
292	2	143946080	3111
292	3	4306463937	1552
292	4	69753523	1356
292	5	2737336974	1298
292	6	67425620	1280
292	7	58516903	1094
292	8	4306463230	987
292	9	45356120	884
292	10	145089992	856
293	1	4306402567	6500
293	2	168522863	2036
293	3	4306525036	2006
293	4	202381698	1466
293	5	15137598	1274
293	6	4306402450	1250
293	7	168415115	1166
293	8	196734849	1141
293	9	4306463937	1076
293	10	126644158	1012
294	1	169796457	2408
294	2	140216511	2054
294	3	36624081	1878
294	4	141892599	1839
294	5	206570889	1732
294	6	4306463937	1596
294	7	207178839	1507
294	8	43295729	1189
294	9	75830442	769
294	10	118957039	678
295	1	4306463937	2222
295	2	2764830010	1861
295	3	86860186	1319
295	4	2754346785	1232
295	5	4306525036	1102
295	6	4210172589	1052
295	7	4306463855	942
295	8	172925388	929
295	9	4306463075	923
295	10	4306463230	918
296	1	129676613	4930
296	2	2497375143	3992
296	3	105637730	3160
296	4	186745480	2503
296	5	198098182	1887
296	6	109565702	1706
296	7	75069817	1412
296	8	815301	1377
296	9	6846437	1283
296	10	4306463230	1221
297	1	126796143	1489
297	2	4306402567	1447
297	3	202381698	1418
297	4	42032724	1384
297	5	4306463937	1340
297	6	118045308	1316
297	7	43543914	1272
297	8	146976949	901
297	9	196734849	865
297	10	171471881	772
298	1	171471881	2475
298	2	67795522	1830
298	3	234478	1721
298	4	202381698	1499
298	5	202303835	1034
298	6	48852984	975
298	7	91354186	946
298	8	11925254	832
298	9	1983995261	802
298	10	1038286569	776
299	1	41354064	3488
299	2	4306525036	3006
299	3	4306463937	2790
299	4	205999849	2037
299	5	166799026	1882
299	6	108911230	1691
299	7	88226677	1538
299	8	39653451	1455
299	9	55509983	1452
299	10	44811770	1271
300	1	203153751	5522
300	2	109517664	5377
300	3	4306525036	2751
300	4	45493217	2682
300	5	144140688	2268
300	6	4306463937	2058
300	7	79704628	1904
300	8	14436165	1602
300	9	4306463230	1216
300	10	82373125	1106
301	1	104135014	5030
301	2	4306525036	3552
301	3	124584150	2403
301	4	144860794	2045
301	5	4306463937	2010
301	6	138569045	1936
301	7	34108376	1728
301	8	127437062	1528
301	9	10542796	1278
301	10	4306463230	949
302	1	4306463937	2944
302	2	166957603	2581
302	3	85864898	2428
302	4	4306525036	2292
302	5	48790426	1438
302	6	4306463230	1099
302	7	110924429	869
302	8	13265631	842
302	9	96975567	765
302	10	202381698	650
303	1	4306463937	2635
303	2	176794141	1533
303	3	4306525036	1508
303	4	4306463855	1338
303	5	204419675	889
303	6	2737785665	850
303	7	4210179681	818
303	8	207859457	794
303	9	135207330	753
303	10	4306463230	616
304	1	4306525036	3687
304	2	104698359	1794
304	3	4306463937	1762
304	4	108768312	1487
304	5	4306463230	1438
304	6	124035732	1237
304	7	33418846	1145
304	8	148373282	1141
304	9	14436165	884
304	10	4306402450	866
305	1	2764842179	2401
305	2	154732359	2227
305	3	67716761	1920
305	4	77056576	1845
305	5	18714766	1831
305	6	173500210	1348
305	7	4210208383	1095
305	8	76010543	1037
305	9	8792693	1011
305	10	4210189194	965
306	1	4306525036	4929
306	2	143352558	2533
306	3	4306463937	1856
306	4	45434965	1660
306	5	66441642	1552
306	6	158079644	1408
306	7	181459644	1335
306	8	194656152	972
306	9	4306463230	922
306	10	47192491	882
307	1	122730748	5475
307	2	33892871	3541
307	3	202680183	1511
307	4	18204665	1332
307	5	166351637	1321
307	6	4306463937	1177
307	7	147177414	1146
307	8	149937609	1088
307	9	181849944	1076
307	10	22862804	1032
308	1	191935395	9010
308	2	149516416	7159
308	3	133992056	6791
308	4	66354037	6137
308	5	75093782	4069
308	6	104092111	3266
308	7	31010182	2999
308	8	46033839	1522
308	9	2764696622	1461
308	10	2764871868	1242
309	1	17983605	3013
309	2	71623918	2987
309	3	5226199	2265
309	4	49789000	1652
309	5	4306463937	1599
309	6	75411654	1345
309	7	179906512	1302
309	8	189344224	1258
309	9	4306462873	1213
309	10	187044170	1210
310	1	84339699	1971
310	2	95739953	1792
310	3	67716761	1338
310	4	189509794	1291
310	5	105243760	1265
310	6	166040772	1193
310	7	55626769	1185
310	8	66104727	1111
310	9	143846845	1019
310	10	187991544	1002
311	1	4306525036	3540
311	2	45954700	1024
311	3	4306463937	954
311	4	200071133	914
311	5	202381698	893
311	6	4306463230	863
311	7	88153332	818
311	8	110785341	689
311	9	140251998	635
311	10	4306402450	556
312	1	4306400194	16840
312	2	35412551	2519
312	3	185067381	1669
312	4	24688465	1562
312	5	4210235286	1426
312	6	4306463937	1336
312	7	167943036	1277
312	8	79244937	1217
312	9	24807848	1189
312	10	181633058	1169
313	1	82319153	3341
313	2	4306525036	3015
313	3	101177023	1335
313	4	4306463937	992
313	5	139838620	891
313	6	31672787	865
313	7	4306402450	747
313	8	182558529	737
313	9	4210216427	706
313	10	4306463855	677
314	1	183492911	2528
314	2	16945967	2033
314	3	170809390	1871
314	4	4210187724	1687
314	5	105243760	1341
314	6	54043040	1286
314	7	4306463937	1070
314	8	143744711	993
314	9	189694085	963
314	10	101949793	941
315	1	4306525036	3006
315	2	95311925	1974
315	3	127492747	1489
315	4	110024640	1204
315	5	4306463937	1171
315	6	168421034	1146
315	7	4306463230	869
315	8	70286497	845
315	9	157527038	736
315	10	168522863	674
316	1	4306525036	4715
316	2	28527816	2942
316	3	4306463937	2111
316	4	195182175	2099
316	5	15137598	1542
316	6	47192491	1517
316	7	170171939	1401
316	8	177486402	1349
316	9	143352558	1277
316	10	4306402450	1004
317	1	145630073	9542
317	2	116045149	4136
317	3	14279044	3886
317	4	4306400194	1979
317	5	183492911	1881
317	6	20241394	1685
317	7	4306463937	1362
317	8	129397763	1312
317	9	95522064	1293
317	10	4210187594	1081
318	1	4306463937	2749
318	2	4306463855	2671
318	3	102140811	1480
318	4	4306463122	934
318	5	28964699	816
318	6	4210172589	777
318	7	4306463716	660
318	8	46109600	614
318	9	4306463708	529
318	10	99033363	513
319	1	4306463937	2061
319	2	47258695	1442
319	3	4306463708	1405
319	4	78735424	1402
319	5	4306463855	1330
319	6	114265899	1277
319	7	91386000	1240
319	8	9692511	1215
319	9	18666220	1102
319	10	201005279	1091
320	1	63023845	5907
320	2	76547072	3952
320	3	185347286	2599
320	4	201595455	1991
320	5	4306463937	1330
320	6	112456310	1269
320	7	171072222	1224
320	8	27605946	1152
320	9	100299040	1057
320	10	13479253	904
321	1	41354064	6161
321	2	166799026	3134
321	3	201989124	1930
321	4	146563757	1874
321	5	133942674	1552
321	6	154771817	1490
321	7	4306463937	1343
321	8	205754296	1240
321	9	111155417	1169
321	10	205050996	1077
322	1	2497301991	2389
322	2	164001016	1949
322	3	183492911	1694
322	4	11146949	1438
322	5	135204980	1303
322	6	16945967	1269
322	7	99352657	1186
322	8	101949793	961
322	9	105243760	946
322	10	2765038284	887
323	1	133896805	5921
323	2	2738498342	2630
323	3	72684844	2364
323	4	111213849	1571
323	5	4210168508	1564
323	6	16398170	1526
323	7	4210178300	1322
323	8	171407314	1286
323	9	54426137	1004
323	10	118716465	974
324	1	62426309	4021
324	2	149729710	3289
324	3	4306525036	2985
324	4	186215666	1628
324	5	15239247	1311
324	6	2738140193	1071
324	7	70513841	1065
324	8	200437886	1031
324	9	182402362	919
324	10	8081180	911
325	1	2574783	5406
325	2	4306525036	4227
325	3	41026820	3429
325	4	4306463937	2002
325	5	15137598	1599
325	6	110533041	1039
325	7	177486402	1000
325	8	4306463230	786
325	9	4306402450	765
325	10	45432028	719
326	1	66354037	5140
326	2	164566984	3231
326	3	24807848	2878
326	4	4210187594	2023
326	5	31010182	1925
326	6	178776955	1887
326	7	4210182288	1760
326	8	108417319	1649
326	9	4306400194	1602
326	10	183492911	1516
327	1	4306400194	5112
327	2	52430896	2107
327	3	4306463937	1818
327	4	39403764	1649
327	5	158016561	1574
327	6	115925768	1493
327	7	50372074	1380
327	8	70695507	1267
327	9	928796702	1196
327	10	151579836	1177
328	1	92829914	2124
328	2	203530175	1971
328	3	92316360	1908
328	4	44098145	1720
328	5	4306463075	1462
328	6	4306463937	1285
328	7	134216166	1223
328	8	204847658	1076
328	9	81547547	1021
328	10	55737203	896
329	1	4306525036	3989
329	2	15137598	3493
329	3	4306463937	2263
329	4	170496595	1930
329	5	91064148	1812
329	6	164699263	1470
329	7	47192491	1373
329	8	41454044	1167
329	9	14436165	942
329	10	4306402450	942
330	1	175922936	3204
330	2	106908163	3134
330	3	4306525036	2532
330	4	4306463937	2011
330	5	15137598	1990
330	6	110533041	1544
330	7	4306463230	1250
330	8	59624048	1114
330	9	2596394214	1046
330	10	4306402450	1001
331	1	4306463937	1433
331	2	204030396	1427
331	3	4306463855	1416
331	4	4306463409	1019
331	5	4210172589	592
331	6	15239247	532
331	7	4306401280	529
331	8	118036144	527
331	9	9692511	516
331	10	4317411217	468
332	1	109113098	2735
332	2	183492911	2617
332	3	120877133	2504
332	4	11296630	2204
332	5	130447213	1409
332	6	168745376	1257
332	7	4306463937	1080
332	8	143744711	886
332	9	20241394	868
332	10	2764696622	853
333	1	4306525036	2999
333	2	58727509	2142
333	3	45720283	2025
333	4	137740113	1528
333	5	14436165	1508
333	6	28607811	1420
333	7	4306463937	1406
333	8	21432770	942
333	9	4210210846	931
333	10	108525051	927
334	1	4306525036	3628
334	2	159891131	2442
334	3	144860794	2216
334	4	4306463937	2139
334	5	122042528	1951
334	6	127437062	1540
334	7	4306463230	1372
334	8	41314575	1196
334	9	10542796	911
334	10	173391249	875
335	1	4306463937	2283
335	2	104641133	2016
335	3	148071443	1067
335	4	4306401271	1061
335	5	4210195883	804
335	6	4210196743	769
335	7	4210172589	756
335	8	10134376	737
335	9	4306463855	730
335	10	157560195	693
336	1	128368299	2378
336	2	2764696622	2355
336	3	183492911	2207
336	4	4210230151	1834
336	5	99182027	1761
336	6	168745376	1281
336	7	101949793	1225
336	8	46950560	1150
336	9	4306463075	973
336	10	11296630	967
337	1	4306400194	3239
337	2	106296714	2025
337	3	4306402450	979
337	4	4210169156	974
337	5	4306525036	885
337	6	2764905038	833
337	7	4306463937	788
337	8	4210172589	765
337	9	183492911	764
337	10	2485537415	627
338	1	4306525036	1936
338	2	15336283	1455
338	3	140972820	1451
338	4	4306463937	1299
338	5	4306463230	1236
338	6	14436165	833
338	7	80334769	832
338	8	109998069	811
338	9	36361591	765
338	10	55107261	668
339	1	176136234	1731
339	2	4306525036	1618
339	3	4306463937	1538
339	4	151564723	1494
339	5	186451451	1298
339	6	130661733	1224
339	7	4210172139	1221
339	8	4306463230	978
339	9	169123381	951
339	10	159955403	845
340	1	4306463937	2329
340	2	194752149	1987
340	3	139016016	1522
340	4	202381698	1334
340	5	165569574	1212
340	6	4306402567	1148
340	7	4306462995	1130
340	8	126146781	1088
340	9	91612243	1061
340	10	114405033	825
341	1	4306525036	3412
341	2	27359860	2593
341	3	202381698	1334
341	4	128227336	1297
341	5	109369870	1132
341	6	72350973	1016
341	7	4306463230	898
341	8	53087977	891
341	9	91748803	802
341	10	47215897	696
342	1	4306463937	2042
342	2	4306525036	1628
342	3	4306463855	1264
342	4	24324723	738
342	5	4210172589	638
342	6	15239247	547
342	7	106822843	504
342	8	13068289	479
342	9	4306402450	433
342	10	168049282	391
343	1	4306525036	3619
343	2	4306463937	1957
343	3	3376858	1233
343	4	15137598	1112
343	5	185605772	998
343	6	181459644	991
343	7	177486402	933
343	8	4306402450	868
343	9	83651209	779
343	10	4819472	754
344	1	4306400194	1499
344	2	106296714	1223
344	3	4210172589	1014
344	4	198098182	879
344	5	4306463937	782
344	6	13144211	773
344	7	4210187594	675
344	8	55737203	656
344	9	2485537415	620
344	10	2497375143	620
345	1	115920904	3338
345	2	4306525036	3247
345	3	14436165	1811
345	4	4306463230	1302
345	5	4306463937	1192
345	6	25650217	1055
345	7	38008053	1033
345	8	200071133	1012
345	9	92126311	877
345	10	183989336	875
346	1	105243760	6168
346	2	187991544	3241
346	3	10719676	2965
346	4	143744711	2697
346	5	4210174949	2419
346	6	183492911	1574
346	7	162355128	1440
346	8	2530005873	1320
346	9	7159504	1255
346	10	19887683	1254
347	1	100736837	5429
347	2	4306463937	3218
347	3	4306525036	3207
347	4	11131942	2661
347	5	23813625	2276
347	6	2754281505	1733
347	7	51047553	1296
347	8	36642063	1209
347	9	24509660	1178
347	10	22523967	1111
348	1	48277251	1791
348	2	2765017008	1679
348	3	149191589	984
348	4	2764522276	855
348	5	4306463937	839
348	6	148071443	779
348	7	139950591	759
348	8	4306401280	707
348	9	2493613807	677
348	10	201313073	630
349	1	106296714	3072
349	2	103321696	2201
349	3	4306400194	2025
349	4	4306463937	1700
349	5	173256270	1674
349	6	57667410	865
349	7	196821226	836
349	8	4210172589	647
349	9	173966628	640
349	10	169988927	611
350	1	4210172589	13430
350	2	4306462995	3771
350	3	4306463937	2116
350	4	4306463708	2096
350	5	4306463855	1674
350	6	4306401271	845
350	7	4306463223	760
350	8	2764375719	640
350	9	4306463359	595
350	10	4306463716	403
351	1	4306525036	2915
351	2	46544255	1820
351	3	96615428	1614
351	4	202381698	1489
351	5	80921037	1451
351	6	55776271	1417
351	7	100045985	1403
351	8	4306402567	1300
351	9	189281586	1165
351	10	193994340	851
